PMID	Pubdate	Journal	Disease ID	Disease Text	Food ID	Food Text	Sentence	Labels
24411672	2014	Journal of Crohn's & colitis	MESH:D003092	mouse colitis	Food ID:49992	wild thyme	METHODS: The intestinal anti-inflammatory effects of Serpylli herba, the officinal drug in the European Pharmacopeia composed by the aerial parts of ANN-FOOD (Thymus serpyllum), were evaluated in the trinitrobenzenesulfonic acid (TNBS)-induced rat colitis and dextran sodium sulfate (DSS)-induced ANN-DISEASE, which are well characterized experimental models with some resemblance to human IBD.	Neutral
24411672	2014	Journal of Crohn's & colitis	MESH:D003092	colitis	Food ID:204219	Thymus serpyllum	METHODS: The intestinal anti-inflammatory effects of Serpylli herba, the officinal drug in the European Pharmacopeia composed by the aerial parts of wild thyme (ANN-FOOD), were evaluated in the trinitrobenzenesulfonic acid (TNBS)-induced rat ANN-DISEASE and dextran sodium sulfate (DSS)-induced mouse colitis, which are well characterized experimental models with some resemblance to human IBD.	Neutral
24411672	2014	Journal of Crohn's & colitis	MESH:D003092	mouse colitis	Food ID:204219	Thymus serpyllum	METHODS: The intestinal anti-inflammatory effects of Serpylli herba, the officinal drug in the European Pharmacopeia composed by the aerial parts of wild thyme (ANN-FOOD), were evaluated in the trinitrobenzenesulfonic acid (TNBS)-induced rat colitis and dextran sodium sulfate (DSS)-induced ANN-DISEASE, which are well characterized experimental models with some resemblance to human IBD.	Neutral
24413991	2014	Molecular biology reports	MESH:D004194	diseases	Food ID:555479	Nigella sativa	Extracts of Anthemis hyalina (Ah), ANN-FOOD (Ns) and peels of Citrus sinensis (Cs) have been used as folk medicine to fight antimicrobial ANN-DISEASE.	Positive
24414691	1991	Photosynthesis research	MESH:C531609	leaf patchiness	Food ID:4232	sunflower	Autoradiography of leaves after photosynthesis in (14)CO2 demonstrated the occurrence of ANN-DISEASE in ANN-FOOD and maize but not in bean.	Neutral
24414941	2014	Applied biochemistry and biotechnology	MESH:D007239	infection	Food ID:94328	ginger	Metabolic changes were studied in rhizomes of Zingiber zerumbet, a wild congener of ANN-FOOD, after ANN-DISEASE with soft rot-causative necrotrophic phytopathogen, Pythium myriotylum, by gas chromatography-mass spectrometry (GC-MS) analysis.	Neutral
24415872	2014	World journal of gastroenterology	MESH:D010190	pancreatic cancer	Food ID:4682	garlic	OBJECTIVE ``AIM'': To investigate the effects of diallyl trisulfide (DATS), a ANN-FOOD-derived organosulfur compound, in ANN-DISEASE cells.	Neutral
24419197	2014	Journal of bronchology & interventional pulmonology	MESH:D012135	wheezing	Food ID:4232	sunflower	Herein, we present a case that was diagnosed with FB aspiration during investigation for persistent ANN-DISEASE and who expectorated part of a ANN-FOOD seed 2 months after aspiration.	Neutral
24422662	2014	BMC complementary and alternative medicine	MESH:D010024	osteoporosis	Food ID:555479	Nigella Sativa	The present study was conducted to elucidate the protective effect of ANN-FOOD on ANN-DISEASE produced by ovariectomy in rats.	Neutral
24422662	2014	BMC complementary and alternative medicine	MESH:D010024	osteoporosis	Food ID:555479	Nigella sativa	CONCLUSIONS ``CONCLUSION'': ANN-FOOD reverses ANN-DISEASE in ovariectomized rats, which could be attributed to its high content of unsaturated fatty acids as well as its antioxidant and anti-inflammatory properties.	Positive
26802786	2016	Journal of ethnopharmacology	MESH:D003741	Lippia alba	Food ID:66014	Cymbopogon citratus	The highest CV was recorded for ANN-FOOD (0.20) followed by ANN-DISEASE (0.19) and Stryphnodendron cf. adstringens (0.17).	Neutral
26808002	2016	Molecular pharmaceutics	MESH:D006528	hepatocellular carcinoma	Food ID:49827	licorice	Glycyrrhetinic acid (GA), the main hydrolysate of glycyrrhizic acid extracted from the root of ANN-FOOD, has been used in ANN-DISEASE (HCC) therapy.	Positive
28053566	2017	Saudi journal of biological sciences	MESH:D007674	nephrotoxicity	Food ID:58039	juniper	This study, for the first time, evaluates the effect of olive and ANN-FOOD leaves extracts and their combination on thioacetamide (TAA)-induced ANN-DISEASE in male mice.	Neutral
27170108	2016	Journal of fish biology	MESH:D011658	richness	Food ID:136217	turmeric	The A. thazard was found to record significantly (P < 0*05) higher species ANN-DISEASE and number of carnivorous fishes than plant-based baits, while abundance of herbivores was maximum in raw dough-ANN-FOOD powder mix trials.	Neutral
28333443	2017	ACS chemical biology	MESH:D004194	diseases	Food ID:3311	Ginkgo biloba	As a long-time medicinal herb in TCM, ANN-FOOD leaves (GBLs), have been widely used to treat various ANN-DISEASE including CCVDs.	Positive
28516061	2017	Journal of advanced pharmaceutical technology & research	MESH:D011537	itching	Food ID:94328	ginger	The mean value of variables ANN-DISEASE (P > 0.05), burning (P > 0.05), and cheesy secretion (P < 0.05) in users of ANN-FOOD-clotrimazole was less than the other group after the treatment.	Positive
28516061	2017	Journal of advanced pharmaceutical technology & research	MESH:D002177	vaginal candidiasis	Food ID:94328	ginger	Study results showed that cream containing ANN-FOOD and clotrimazole 1% was more effective and may be more useful than the clotrimazole to treat ANN-DISEASE.	Positive
28519901	2017	Environmental toxicology and chemistry	MESH:D064420	toxicities	Food ID:46945	Sassafras	We investigated individual ANN-DISEASE of nitrogen-based energetic materials (EMs) 2,4-dinitrotoluene (2,4-DNT); 2-amino-4,6-dinitrotoluene (2-ADNT); 4-amino-2,6-dinitrotoluene (4-ADNT); and nitroglycerin (NG) on microbial activity in ANN-FOOD sandy loam (SSL) soil, which has physicochemical characteristics that support ``very high'' qualitative relative bioavailability for organic chemicals.	Neutral
28628644	2017	PloS one	MESH:D009369	cancers	Food ID:136217	turmeric	Curcumin, an extract from the ANN-FOOD rhizome (Curcuma longa), is known to exhibit anti-inflammatory, antioxidant, chemopreventive and antitumoral activities against aggressive and recurrent ANN-DISEASE.	Positive
28628644	2017	PloS one	MESH:D009369	cancers	Food ID:136217	Curcuma longa	Curcumin, an extract from the turmeric rhizome (ANN-FOOD), is known to exhibit anti-inflammatory, antioxidant, chemopreventive and antitumoral activities against aggressive and recurrent ANN-DISEASE.	Positive
28638812	2017	Medical journal of the Islamic Republic of Iran	MESH:D050171	dyslipidemia	Food ID:4232	sunflower	This study evaluates the effects of a six-month consumption of canola oil compared to ANN-FOOD oil on lipid profile and anthropometric parameters of people affected by ANN-DISEASE.	Neutral
28638812	2017	Medical journal of the Islamic Republic of Iran	MESH:D050171	dyslipidemia	Food ID:4232	sunflower	Methods: This randomized controlled trial was conducted on 96 patients with ANN-DISEASE, who were randomly assigned into canola oil or the ANN-FOOD oil groups.	Neutral
28659990	2017	Evidence-based complementary and alternative medicine : eCAM	MESH:D006528	hepatocellular carcinomas	Food ID:46147	Purslane	(ANN-FOOD) (PL) on N-nitrosodiethylamine- (NDEA-) induced ANN-DISEASE (HCC) and explore its potential mechanism.	Neutral
28659990	2017	Evidence-based complementary and alternative medicine : eCAM	MESH:D009336	necrosis	Food ID:46147	Purslane	ANN-FOOD also reduced the contents of interleukin-6 (IL-6), IL-1b, tumor ANN-DISEASE factor-a (TNF-a), and methane dicarboxylic aldehyde (MDA) and restored the activity of superoxygen dehydrogenises (SOD) in serum.	Positive
28659990	2017	Evidence-based complementary and alternative medicine : eCAM	MESH:D006528	hepatocellular carcinomas	Food ID:46147	Purslane	In conclusion, our research suggested that ANN-FOOD exhibited protective effects on NDEA-induced ANN-DISEASE by anti-inflammatory and antioxidative properties via the PI3K/Akt/mTOR and Nrf2/HO-1/NF-kB pathway.	Positive
28676058	2017	BMC complementary and alternative medicine	MESH:D007410	intestinal diseases	Food ID:169607	Tagetes minuta	BACKGROUND: ANN-FOOD has a long record of human use for the treatment of stomach and ANN-DISEASE.	Positive
28693287	2017	Oncology letters	MESH:D009369	cancer	Food ID:555479	Nigella sativa	Thymoquinone (TQ) is the main bioactive constituent present in black seed oil (ANN-FOOD); it has shown anti-inflammatory and anti-neoplastic effects in various ANN-DISEASE cell types.	Positive
28694778	2017	Frontiers in pharmacology	MESH:D009369	cancer	Food ID:555479	Nigella sativa	Among the plethora of plants used, ANN-FOOD and Trigonella foenum-graecum are the most referred ones by herbalists for the treatment of ANN-DISEASE.	Positive
28694778	2017	Frontiers in pharmacology	MESH:D009369	cancer	Food ID:78534	Trigonella foenum-graecum	Among the plethora of plants used, Nigella sativa and ANN-FOOD are the most referred ones by herbalists for the treatment of ANN-DISEASE.	Positive
28704925	2017	International journal of molecular sciences	MESH:D007249	inflammation	Food ID:49827	licorice	Licochalcone A (LA), an active ingredient of ANN-FOOD, exhibits multiple biological activities such as anti-oxidation and anti-ANN-DISEASE.	Positive
40378	1978	Acta medica Academiae Scientiarum Hungaricae	MESH:D000138	acidosis	Food ID:4232	sunflower	Injection of ANN-FOOD oil was followed by a protracted ANN-DISEASE of pancreatic tissue, that of taurocholate by a transitory moderate decline of pH. Egg-yolk produced an evanescent, slight fall in pancreatic pH, followed by complete normalization within a few minutes.	Negative
53298	1975	The Japanese journal of antibiotics	MESH:D009369	tumors	Food ID:4182	sesame	Distribution of the bleomycin A2 suspended in ANN-FOOD oil (Oil Bleo Suspension) in rat organs and ANN-DISEASE after the intramuscular administration was investigated by bioassay, the effect of intratumor administration of the suspension on the growth of rat mammary carcinoma induced by 7, 12-dimethylbenz (a) anthracene was also studied.	Neutral
53298	1975	The Japanese journal of antibiotics	MESH:D002277	carcinoma	Food ID:4182	sesame	Distribution of the bleomycin A2 suspended in ANN-FOOD oil (Oil Bleo Suspension) in rat organs and tumors after the intramuscular administration was investigated by bioassay, the effect of intratumor administration of the suspension on the growth of rat mammary ANN-DISEASE induced by 7, 12-dimethylbenz (a) anthracene was also studied.	Neutral
1867523	1991	Annals of surgery	MESH:D003324	coronary arteriosclerosis	Food ID:4222	safflower	Due to epidemiologic reports suggesting a salutary effect of fish oil, the dose response of fish oil on graft ANN-DISEASE in a rabbit heterotopic cardiac allograft model was assessed using ANN-FOOD oil as a caloric control.	Neutral
1867523	1991	Annals of surgery	MESH:D003327	coronary disease	Food ID:4222	safflower	Therefore allograft ANN-DISEASE in this model appeared to exhibit an unfavorable, direct-dose response to fish oil and ANN-FOOD oil, independent of effects on plasma lipids.	Neutral
3658872	1987	Postgraduate medical journal	MESH:D007008	hypokalaemia	Food ID:49827	liquorice	The ANN-DISEASE is likely to have been caused by the combination of ANN-FOOD extract and sodium bicarbonate in kaolin and morphine.	Negative
3664470	1987	Cancer research	MESH:D009369	tumors	Food ID:4222	safflower	The growth rate of ANN-DISEASE from mice fed the high ANN-FOOD oil diet was significantly greater than the growth rate of tumors for mice fed all other diets including the one which contained the minimal EFA.	Negative
3664470	1987	Cancer research	MESH:D009369	tumors	Food ID:4222	safflower	The growth rate of tumors from mice fed the high ANN-FOOD oil diet was significantly greater than the growth rate of ANN-DISEASE for mice fed all other diets including the one which contained the minimal EFA.	Negative
3664470	1987	Cancer research	MESH:D009369	tumors	Food ID:4222	safflower	Decreases in ATP/Pi, ATP/PME, and pH were the most rapid in the ANN-DISEASE of mice fed the high ANN-FOOD oil diet and significantly faster than tumors of mice fed the diet containing minimum EFA.	Neutral
3664470	1987	Cancer research	MESH:D009369	tumors	Food ID:4222	safflower	Decreases in ATP/Pi, ATP/PME, and pH were the most rapid in the tumors of mice fed the high ANN-FOOD oil diet and significantly faster than ANN-DISEASE of mice fed the diet containing minimum EFA.	Neutral
3664470	1987	Cancer research	MESH:D009369	tumors	Food ID:4222	safflower	In addition, the decrease in the PME/Pi ratio of ANN-DISEASE was significantly greater in mice fed the high fat (high palm oil and high ANN-FOOD oil) diets than mice fed the diet containing the minimum of EFA.	Neutral
3668217	1987	Journal of helminthology	MESH:D003047	Dirofilaria immitis	Food ID:94328	Zingiber officinale	Dogs, naturally infected with ANN-DISEASE, were treated with the residues of the alcoholic extracts of the rhizomes of ANN-FOOD (ginger).	Positive
3668217	1987	Journal of helminthology	MESH:D003047	Dirofilaria immitis	Food ID:94328	ginger	Dogs, naturally infected with ANN-DISEASE, were treated with the residues of the alcoholic extracts of the rhizomes of Zingiber officinale (ANN-FOOD).	Positive
3668679	1987	The Journal of nutrition	MESH:D007035	hypothermia	Food ID:4222	safflower	When fed the palmitoyl glycerol, mice less than 6 wk old show a pronounced ANN-DISEASE that is prevented by adding ANN-FOOD oil to the diet.	Positive
3676212	1986	The British journal of nutrition	MESH:D009765	obese	Food ID:3942	evening primrose	Lean (ln/ln) and ANN-DISEASE (ob/ob) mice were given diets containing a fat source of 100 g ANN-FOOD (Oenothera biennis) oil (fatty acids 18:2n-6, 18:3n-6; EPO) or 100 g cod liver oil (20:5n-3, 22:6n-3; CLO)/kg diet.	Neutral
3676212	1986	The British journal of nutrition	MESH:D009765	obese	Food ID:3942	Oenothera biennis	Lean (ln/ln) and ANN-DISEASE (ob/ob) mice were given diets containing a fat source of 100 g evening primrose (ANN-FOOD) oil (fatty acids 18:2n-6, 18:3n-6; EPO) or 100 g cod liver oil (20:5n-3, 22:6n-3; CLO)/kg diet.	Neutral
